Perfil,Algoritmo,Semilla,Pasos,Distancia_km,Area_Covered_km2,Likelihood_Score,Acierto_Informada,Acierto_Ciega
demencia,ABC,20,1000,12.013077913133278,0.2386231135695961,0.0908272804719711,9.4,1.5
demencia,ABC,21,1000,12.14562625309268,0.17047685750009417,0.07134880965853685,7.6,0.8
demencia,ABC,22,1000,11.996509370638357,0.16375144599276092,0.07339421476227657,7.9,1.0
demencia,ABC,23,1000,12.112489168102831,0.17507931464639798,0.08359588936902637,7.9,1.0999999999999999
demencia,ABC,24,1000,12.170479066835064,0.20476685779623227,0.08824569929564227,9.700000000000001,1.0999999999999999
demencia,ABC,25,1000,12.029646455628217,0.2023267167466744,0.07343045953917252,7.1,1.4000000000000001
demencia,ABC,26,1000,12.004793641885824,0.1869870798919173,0.08390625101888782,8.200000000000001,1.0999999999999999
demencia,ABC,27,1000,12.120773439350303,0.1547419010215567,0.07177273548708092,7.9,0.8999999999999999
demencia,ABC,28,1000,12.124915574974027,0.17824482280684567,0.081555436194862,8.4,0.8999999999999999
demencia,ABC,29,1000,12.232611101191033,0.10683396394265883,0.05395259744058573,5.5,0.7000000000000001
demencia,ABC,3,76,0.9215432893255071,0.040370062555222665,0.020004490649302244,2.1999999999999997,0.3
demencia,ABC,30,669,8.044478348959977,0.14541159233480858,0.06626055654201529,6.800000000000001,1.2
demencia,ABC,31,1000,12.13319984622149,0.2468794798643084,0.09499500038098826,9.1,1.7000000000000002
demencia,ABC,32,1000,12.108347032479104,0.1717407748809687,0.08001057937820204,7.3999999999999995,1.3
demencia,ABC,33,1000,12.224326829943573,0.1588169519294681,0.07181241395696106,7.3999999999999995,0.8999999999999999
demencia,ABC,34,1000,12.046214998123133,0.16664900225991722,0.07501821374436629,8.3,0.8999999999999999
demencia,ABC,35,1000,12.042072862499408,0.18224854511624516,0.07747627381559348,8.1,0.8999999999999999
demencia,ABC,36,1000,12.170479066835073,0.14396632557065062,0.06267225397909122,7.5,1.0999999999999999
demencia,ABC,37,1000,12.087636354360448,0.16164411657873878,0.07569238849291582,8.0,1.0999999999999999
demencia,ABC,38,1000,12.16633693121134,0.23608962267066297,0.09775963667007437,9.8,1.6
demencia,ABC,39,1000,12.133199846221482,0.1505217692444001,0.06920566214089999,6.9,1.3
demencia,ABC,4,1000,12.037930726875668,0.19407341056811148,0.07937893041821018,8.1,1.0999999999999999
demencia,ABC,40,1000,12.21604255869611,0.19267319537560015,0.06821781818500144,7.199999999999999,1.2
demencia,ABC,41,1000,12.203616151824916,0.1890611082212015,0.0755558226613949,7.3999999999999995,1.4000000000000001
demencia,ABC,42,1000,12.017220048757027,0.190571602225659,0.08474196833974872,8.5,1.3
demencia,ABC,43,1000,12.02550432000448,0.30127739119723895,0.10474954612181346,10.4,2.3
demencia,ABC,44,1000,12.091778489984174,0.14739912263673735,0.07066246555371108,6.2,1.0
demencia,ABC,45,1000,12.187047609329989,0.1602188089326417,0.07507323362360994,7.5,1.0
demencia,ABC,46,1000,12.08763635436045,0.2056607504732928,0.09176214153828005,9.4,1.0999999999999999
demencia,ABC,47,1000,12.037930726875668,0.1410754191254484,0.06197855754018984,6.9,0.8
demencia,ABC,48,1000,12.153910524340144,0.160401334448475,0.0771212401957766,7.000000000000001,1.0
demencia,ABC,49,1000,12.182905473706265,0.12749385563954907,0.060906695971148325,6.7,0.8999999999999999
